Array IDX,Name,Card 1,Card 2,Shape,Hand,Rank
0,2d2c,2c,2d,Pair,22,52
1,2h2c,2c,2h,Pair,22,52
2,2s2c,2c,2s,Pair,22,52
3,2h2d,2d,2h,Pair,22,52
4,2s2d,2d,2s,Pair,22,52
5,2s2h,2h,2s,Pair,22,52
6,3c2c,3c,2c,Suited,32s,105
7,3c2d,3c,2d,Offsuit,32o,159
8,3c2h,3c,2h,Offsuit,32o,159
9,3c2s,3c,2s,Offsuit,32o,159
10,3d3c,3c,3d,Pair,33,51
11,3h3c,3c,3h,Pair,33,51
12,3s3c,3c,3s,Pair,33,51
13,3d2c,3d,2c,Offsuit,32o,159
14,3d2d,3d,2d,Suited,32s,105
15,3d2h,3d,2h,Offsuit,32o,159
16,3d2s,3d,2s,Offsuit,32o,159
17,3h3d,3d,3h,Pair,33,51
18,3s3d,3d,3s,Pair,33,51
19,3h2c,3h,2c,Offsuit,32o,159
20,3h2d,3h,2d,Offsuit,32o,159
21,3h2h,3h,2h,Suited,32s,105
22,3h2s,3h,2s,Offsuit,32o,159
23,3s3h,3h,3s,Pair,33,51
24,3s2c,3s,2c,Offsuit,32o,159
25,3s2d,3s,2d,Offsuit,32o,159
26,3s2h,3s,2h,Offsuit,32o,159
27,3s2s,3s,2s,Suited,32s,105
28,4c2c,4c,2c,Suited,42s,97
29,4c2d,4c,2d,Offsuit,42o,154
30,4c2h,4c,2h,Offsuit,42o,154
31,4c2s,4c,2s,Offsuit,42o,154
32,4c3c,4c,3c,Suited,43s,84
33,4c3d,4c,3d,Offsuit,43o,142
34,4c3h,4c,3h,Offsuit,43o,142
35,4c3s,4c,3s,Offsuit,43o,142
36,4d4c,4c,4d,Pair,44,50
37,4h4c,4c,4h,Pair,44,50
38,4s4c,4c,4s,Pair,44,50
39,4d2c,4d,2c,Offsuit,42o,154
40,4d2d,4d,2d,Suited,42s,97
41,4d2h,4d,2h,Offsuit,42o,154
42,4d2s,4d,2s,Offsuit,42o,154
43,4d3c,4d,3c,Offsuit,43o,142
44,4d3d,4d,3d,Suited,43s,84
45,4d3h,4d,3h,Offsuit,43o,142
46,4d3s,4d,3s,Offsuit,43o,142
47,4h4d,4d,4h,Pair,44,50
48,4s4d,4d,4s,Pair,44,50
49,4h2c,4h,2c,Offsuit,42o,154
50,4h2d,4h,2d,Offsuit,42o,154
51,4h2h,4h,2h,Suited,42s,97
52,4h2s,4h,2s,Offsuit,42o,154
53,4h3c,4h,3c,Offsuit,43o,142
54,4h3d,4h,3d,Offsuit,43o,142
55,4h3h,4h,3h,Suited,43s,84
56,4h3s,4h,3s,Offsuit,43o,142
57,4s4h,4h,4s,Pair,44,50
58,4s2c,4s,2c,Offsuit,42o,154
59,4s2d,4s,2d,Offsuit,42o,154
60,4s2h,4s,2h,Offsuit,42o,154
61,4s2s,4s,2s,Suited,42s,97
62,4s3c,4s,3c,Offsuit,43o,142
63,4s3d,4s,3d,Offsuit,43o,142
64,4s3h,4s,3h,Offsuit,43o,142
65,4s3s,4s,3s,Suited,43s,84
66,5c2c,5c,2c,Suited,52s,92
67,5c2d,5c,2d,Offsuit,52o,151
68,5c2h,5c,2h,Offsuit,52o,151
69,5c2s,5c,2s,Offsuit,52o,151
70,5c3c,5c,3c,Suited,53s,77
71,5c3d,5c,3d,Offsuit,53o,138
72,5c3h,5c,3h,Offsuit,53o,138
73,5c3s,5c,3s,Offsuit,53o,138
74,5c4c,5c,4c,Suited,54s,65
75,5c4d,5c,4d,Offsuit,54o,127
76,5c4h,5c,4h,Offsuit,54o,127
77,5c4s,5c,4s,Offsuit,54o,127
78,5d5c,5c,5d,Pair,55,46
79,5h5c,5c,5h,Pair,55,46
80,5s5c,5c,5s,Pair,55,46
81,5d2c,5d,2c,Offsuit,52o,151
82,5d2d,5d,2d,Suited,52s,92
83,5d2h,5d,2h,Offsuit,52o,151
84,5d2s,5d,2s,Offsuit,52o,151
85,5d3c,5d,3c,Offsuit,53o,138
86,5d3d,5d,3d,Suited,53s,77
87,5d3h,5d,3h,Offsuit,53o,138
88,5d3s,5d,3s,Offsuit,53o,138
89,5d4c,5d,4c,Offsuit,54o,127
90,5d4d,5d,4d,Suited,54s,65
91,5d4h,5d,4h,Offsuit,54o,127
92,5d4s,5d,4s,Offsuit,54o,127
93,5h5d,5d,5h,Pair,55,46
94,5s5d,5d,5s,Pair,55,46
95,5h2c,5h,2c,Offsuit,52o,151
96,5h2d,5h,2d,Offsuit,52o,151
97,5h2h,5h,2h,Suited,52s,92
98,5h2s,5h,2s,Offsuit,52o,151
99,5h3c,5h,3c,Offsuit,53o,138
100,5h3d,5h,3d,Offsuit,53o,138
101,5h3h,5h,3h,Suited,53s,77
102,5h3s,5h,3s,Offsuit,53o,138
103,5h4c,5h,4c,Offsuit,54o,127
104,5h4d,5h,4d,Offsuit,54o,127
105,5h4h,5h,4h,Suited,54s,65
106,5h4s,5h,4s,Offsuit,54o,127
107,5s5h,5h,5s,Pair,55,46
108,5s2c,5s,2c,Offsuit,52o,151
109,5s2d,5s,2d,Offsuit,52o,151
110,5s2h,5s,2h,Offsuit,52o,151
111,5s2s,5s,2s,Suited,52s,92
112,5s3c,5s,3c,Offsuit,53o,138
113,5s3d,5s,3d,Offsuit,53o,138
114,5s3h,5s,3h,Offsuit,53o,138
115,5s3s,5s,3s,Suited,53s,77
116,5s4c,5s,4c,Offsuit,54o,127
117,5s4d,5s,4d,Offsuit,54o,127
118,5s4h,5s,4h,Offsuit,54o,127
119,5s4s,5s,4s,Suited,54s,65
120,6c2c,6c,2c,Suited,62s,110
121,6c2d,6c,2d,Offsuit,62o,163
122,6c2h,6c,2h,Offsuit,62o,163
123,6c2s,6c,2s,Offsuit,62o,163
124,6c3c,6c,3c,Suited,63s,90
125,6c3d,6c,3d,Offsuit,63o,148
126,6c3h,6c,3h,Offsuit,63o,148
127,6c3s,6c,3s,Offsuit,63o,148
128,6c4c,6c,4c,Suited,64s,70
129,6c4d,6c,4d,Offsuit,64o,136
130,6c4h,6c,4h,Offsuit,64o,136
131,6c4s,6c,4s,Offsuit,64o,136
132,6c5c,6c,5c,Suited,65s,63
133,6c5d,6c,5d,Offsuit,65o,123
134,6c5h,6c,5h,Offsuit,65o,123
135,6c5s,6c,5s,Offsuit,65o,123
136,6d6c,6c,6d,Pair,66,36
137,6h6c,6c,6h,Pair,66,36
138,6s6c,6c,6s,Pair,66,36
139,6d2c,6d,2c,Offsuit,62o,163
140,6d2d,6d,2d,Suited,62s,110
141,6d2h,6d,2h,Offsuit,62o,163
142,6d2s,6d,2s,Offsuit,62o,163
143,6d3c,6d,3c,Offsuit,63o,148
144,6d3d,6d,3d,Suited,63s,90
145,6d3h,6d,3h,Offsuit,63o,148
146,6d3s,6d,3s,Offsuit,63o,148
147,6d4c,6d,4c,Offsuit,64o,136
148,6d4d,6d,4d,Suited,64s,70
149,6d4h,6d,4h,Offsuit,64o,136
150,6d4s,6d,4s,Offsuit,64o,136
151,6d5c,6d,5c,Offsuit,65o,123
152,6d5d,6d,5d,Suited,65s,63
153,6d5h,6d,5h,Offsuit,65o,123
154,6d5s,6d,5s,Offsuit,65o,123
155,6h6d,6d,6h,Pair,66,36
156,6s6d,6d,6s,Pair,66,36
157,6h2c,6h,2c,Offsuit,62o,163
158,6h2d,6h,2d,Offsuit,62o,163
159,6h2h,6h,2h,Suited,62s,110
160,6h2s,6h,2s,Offsuit,62o,163
161,6h3c,6h,3c,Offsuit,63o,148
162,6h3d,6h,3d,Offsuit,63o,148
163,6h3h,6h,3h,Suited,63s,90
164,6h3s,6h,3s,Offsuit,63o,148
165,6h4c,6h,4c,Offsuit,64o,136
166,6h4d,6h,4d,Offsuit,64o,136
167,6h4h,6h,4h,Suited,64s,70
168,6h4s,6h,4s,Offsuit,64o,136
169,6h5c,6h,5c,Offsuit,65o,123
170,6h5d,6h,5d,Offsuit,65o,123
171,6h5h,6h,5h,Suited,65s,63
172,6h5s,6h,5s,Offsuit,65o,123
173,6s6h,6h,6s,Pair,66,36
174,6s2c,6s,2c,Offsuit,62o,163
175,6s2d,6s,2d,Offsuit,62o,163
176,6s2h,6s,2h,Offsuit,62o,163
177,6s2s,6s,2s,Suited,62s,110
178,6s3c,6s,3c,Offsuit,63o,148
179,6s3d,6s,3d,Offsuit,63o,148
180,6s3h,6s,3h,Offsuit,63o,148
181,6s3s,6s,3s,Suited,63s,90
182,6s4c,6s,4c,Offsuit,64o,136
183,6s4d,6s,4d,Offsuit,64o,136
184,6s4h,6s,4h,Offsuit,64o,136
185,6s4s,6s,4s,Suited,64s,70
186,6s5c,6s,5c,Offsuit,65o,123
187,6s5d,6s,5d,Offsuit,65o,123
188,6s5h,6s,5h,Offsuit,65o,123
189,6s5s,6s,5s,Suited,65s,63
190,7c2c,7c,2c,Suited,72s,120
191,7c2d,7c,2d,Offsuit,72o,169
192,7c2h,7c,2h,Offsuit,72o,169
193,7c2s,7c,2s,Offsuit,72o,169
194,7c3c,7c,3c,Suited,73s,103
195,7c3d,7c,3d,Offsuit,73o,161
196,7c3h,7c,3h,Offsuit,73o,161
197,7c3s,7c,3s,Offsuit,73o,161
198,7c4c,7c,4c,Suited,74s,85
199,7c4d,7c,4d,Offsuit,74o,145
200,7c4h,7c,4h,Offsuit,74o,145
201,7c4s,7c,4s,Offsuit,74o,145
202,7c5c,7c,5c,Suited,75s,67
203,7c5d,7c,5d,Offsuit,75o,130
204,7c5h,7c,5h,Offsuit,75o,130
205,7c5s,7c,5s,Offsuit,75o,130
206,7c6c,7c,6c,Suited,76s,56
207,7c6d,7c,6d,Offsuit,76o,121
208,7c6h,7c,6h,Offsuit,76o,121
209,7c6s,7c,6s,Offsuit,76o,121
210,7d7c,7c,7d,Pair,77,29
211,7h7c,7c,7h,Pair,77,29
212,7s7c,7c,7s,Pair,77,29
213,7d2c,7d,2c,Offsuit,72o,169
214,7d2d,7d,2d,Suited,72s,120
215,7d2h,7d,2h,Offsuit,72o,169
216,7d2s,7d,2s,Offsuit,72o,169
217,7d3c,7d,3c,Offsuit,73o,161
218,7d3d,7d,3d,Suited,73s,103
219,7d3h,7d,3h,Offsuit,73o,161
220,7d3s,7d,3s,Offsuit,73o,161
221,7d4c,7d,4c,Offsuit,74o,145
222,7d4d,7d,4d,Suited,74s,85
223,7d4h,7d,4h,Offsuit,74o,145
224,7d4s,7d,4s,Offsuit,74o,145
225,7d5c,7d,5c,Offsuit,75o,130
226,7d5d,7d,5d,Suited,75s,67
227,7d5h,7d,5h,Offsuit,75o,130
228,7d5s,7d,5s,Offsuit,75o,130
229,7d6c,7d,6c,Offsuit,76o,121
230,7d6d,7d,6d,Suited,76s,56
231,7d6h,7d,6h,Offsuit,76o,121
232,7d6s,7d,6s,Offsuit,76o,121
233,7h7d,7d,7h,Pair,77,29
234,7s7d,7d,7s,Pair,77,29
235,7h2c,7h,2c,Offsuit,72o,169
236,7h2d,7h,2d,Offsuit,72o,169
237,7h2h,7h,2h,Suited,72s,120
238,7h2s,7h,2s,Offsuit,72o,169
239,7h3c,7h,3c,Offsuit,73o,161
240,7h3d,7h,3d,Offsuit,73o,161
241,7h3h,7h,3h,Suited,73s,103
242,7h3s,7h,3s,Offsuit,73o,161
243,7h4c,7h,4c,Offsuit,74o,145
244,7h4d,7h,4d,Offsuit,74o,145
245,7h4h,7h,4h,Suited,74s,85
246,7h4s,7h,4s,Offsuit,74o,145
247,7h5c,7h,5c,Offsuit,75o,130
248,7h5d,7h,5d,Offsuit,75o,130
249,7h5h,7h,5h,Suited,75s,67
250,7h5s,7h,5s,Offsuit,75o,130
251,7h6c,7h,6c,Offsuit,76o,121
252,7h6d,7h,6d,Offsuit,76o,121
253,7h6h,7h,6h,Suited,76s,56
254,7h6s,7h,6s,Offsuit,76o,121
255,7s7h,7h,7s,Pair,77,29
256,7s2c,7s,2c,Offsuit,72o,169
257,7s2d,7s,2d,Offsuit,72o,169
258,7s2h,7s,2h,Offsuit,72o,169
259,7s2s,7s,2s,Suited,72s,120
260,7s3c,7s,3c,Offsuit,73o,161
261,7s3d,7s,3d,Offsuit,73o,161
262,7s3h,7s,3h,Offsuit,73o,161
263,7s3s,7s,3s,Suited,73s,103
264,7s4c,7s,4c,Offsuit,74o,145
265,7s4d,7s,4d,Offsuit,74o,145
266,7s4h,7s,4h,Offsuit,74o,145
267,7s4s,7s,4s,Suited,74s,85
268,7s5c,7s,5c,Offsuit,75o,130
269,7s5d,7s,5d,Offsuit,75o,130
270,7s5h,7s,5h,Offsuit,75o,130
271,7s5s,7s,5s,Suited,75s,67
272,7s6c,7s,6c,Offsuit,76o,121
273,7s6d,7s,6d,Offsuit,76o,121
274,7s6h,7s,6h,Offsuit,76o,121
275,7s6s,7s,6s,Suited,76s,56
276,8c2c,8c,2c,Suited,82s,118
277,8c2d,8c,2d,Offsuit,82o,168
278,8c2h,8c,2h,Offsuit,82o,168
279,8c2s,8c,2s,Offsuit,82o,168
280,8c3c,8c,3c,Suited,83s,116
281,8c3d,8c,3d,Offsuit,83o,167
282,8c3h,8c,3h,Offsuit,83o,167
283,8c3s,8c,3s,Offsuit,83o,167
284,8c4c,8c,4c,Suited,84s,94
285,8c4d,8c,4d,Offsuit,84o,156
286,8c4h,8c,4h,Offsuit,84o,156
287,8c4s,8c,4s,Offsuit,84o,156
288,8c5c,8c,5c,Suited,85s,78
289,8c5d,8c,5d,Offsuit,85o,139
290,8c5h,8c,5h,Offsuit,85o,139
291,8c5s,8c,5s,Offsuit,85o,139
292,8c6c,8c,6c,Suited,86s,62
293,8c6d,8c,6d,Offsuit,86o,126
294,8c6h,8c,6h,Offsuit,86o,126
295,8c6s,8c,6s,Offsuit,86o,126
296,8c7c,8c,7c,Suited,87s,48
297,8c7d,8c,7d,Offsuit,87o,114
298,8c7h,8c,7h,Offsuit,87o,114
299,8c7s,8c,7s,Offsuit,87o,114
300,8d8c,8c,8d,Pair,88,21
301,8h8c,8c,8h,Pair,88,21
302,8s8c,8c,8s,Pair,88,21
303,8d2c,8d,2c,Offsuit,82o,168
304,8d2d,8d,2d,Suited,82s,118
305,8d2h,8d,2h,Offsuit,82o,168
306,8d2s,8d,2s,Offsuit,82o,168
307,8d3c,8d,3c,Offsuit,83o,167
308,8d3d,8d,3d,Suited,83s,116
309,8d3h,8d,3h,Offsuit,83o,167
310,8d3s,8d,3s,Offsuit,83o,167
311,8d4c,8d,4c,Offsuit,84o,156
312,8d4d,8d,4d,Suited,84s,94
313,8d4h,8d,4h,Offsuit,84o,156
314,8d4s,8d,4s,Offsuit,84o,156
315,8d5c,8d,5c,Offsuit,85o,139
316,8d5d,8d,5d,Suited,85s,78
317,8d5h,8d,5h,Offsuit,85o,139
318,8d5s,8d,5s,Offsuit,85o,139
319,8d6c,8d,6c,Offsuit,86o,126
320,8d6d,8d,6d,Suited,86s,62
321,8d6h,8d,6h,Offsuit,86o,126
322,8d6s,8d,6s,Offsuit,86o,126
323,8d7c,8d,7c,Offsuit,87o,114
324,8d7d,8d,7d,Suited,87s,48
325,8d7h,8d,7h,Offsuit,87o,114
326,8d7s,8d,7s,Offsuit,87o,114
327,8h8d,8d,8h,Pair,88,21
328,8s8d,8d,8s,Pair,88,21
329,8h2c,8h,2c,Offsuit,82o,168
330,8h2d,8h,2d,Offsuit,82o,168
331,8h2h,8h,2h,Suited,82s,118
332,8h2s,8h,2s,Offsuit,82o,168
333,8h3c,8h,3c,Offsuit,83o,167
334,8h3d,8h,3d,Offsuit,83o,167
335,8h3h,8h,3h,Suited,83s,116
336,8h3s,8h,3s,Offsuit,83o,167
337,8h4c,8h,4c,Offsuit,84o,156
338,8h4d,8h,4d,Offsuit,84o,156
339,8h4h,8h,4h,Suited,84s,94
340,8h4s,8h,4s,Offsuit,84o,156
341,8h5c,8h,5c,Offsuit,85o,139
342,8h5d,8h,5d,Offsuit,85o,139
343,8h5h,8h,5h,Suited,85s,78
344,8h5s,8h,5s,Offsuit,85o,139
345,8h6c,8h,6c,Offsuit,86o,126
346,8h6d,8h,6d,Offsuit,86o,126
347,8h6h,8h,6h,Suited,86s,62
348,8h6s,8h,6s,Offsuit,86o,126
349,8h7c,8h,7c,Offsuit,87o,114
350,8h7d,8h,7d,Offsuit,87o,114
351,8h7h,8h,7h,Suited,87s,48
352,8h7s,8h,7s,Offsuit,87o,114
353,8s8h,8h,8s,Pair,88,21
354,8s2c,8s,2c,Offsuit,82o,168
355,8s2d,8s,2d,Offsuit,82o,168
356,8s2h,8s,2h,Offsuit,82o,168
357,8s2s,8s,2s,Suited,82s,118
358,8s3c,8s,3c,Offsuit,83o,167
359,8s3d,8s,3d,Offsuit,83o,167
360,8s3h,8s,3h,Offsuit,83o,167
361,8s3s,8s,3s,Suited,83s,116
362,8s4c,8s,4c,Offsuit,84o,156
363,8s4d,8s,4d,Offsuit,84o,156
364,8s4h,8s,4h,Offsuit,84o,156
365,8s4s,8s,4s,Suited,84s,94
366,8s5c,8s,5c,Offsuit,85o,139
367,8s5d,8s,5d,Offsuit,85o,139
368,8s5h,8s,5h,Offsuit,85o,139
369,8s5s,8s,5s,Suited,85s,78
370,8s6c,8s,6c,Offsuit,86o,126
371,8s6d,8s,6d,Offsuit,86o,126
372,8s6h,8s,6h,Offsuit,86o,126
373,8s6s,8s,6s,Suited,86s,62
374,8s7c,8s,7c,Offsuit,87o,114
375,8s7d,8s,7d,Offsuit,87o,114
376,8s7h,8s,7h,Offsuit,87o,114
377,8s7s,8s,7s,Suited,87s,48
378,9c2c,9c,2c,Suited,92s,111
379,9c2d,9c,2d,Offsuit,92o,166
380,9c2h,9c,2h,Offsuit,92o,166
381,9c2s,9c,2s,Offsuit,92o,166
382,9c3c,9c,3c,Suited,93s,107
383,9c3d,9c,3d,Offsuit,93o,165
384,9c3h,9c,3h,Offsuit,93o,165
385,9c3s,9c,3s,Offsuit,93o,165
386,9c4c,9c,4c,Suited,94s,106
387,9c4d,9c,4d,Offsuit,94o,164
388,9c4h,9c,4h,Offsuit,94o,164
389,9c4s,9c,4s,Offsuit,94o,164
390,9c5c,9c,5c,Suited,95s,88
391,9c5d,9c,5d,Offsuit,95o,150
392,9c5h,9c,5h,Offsuit,95o,150
393,9c5s,9c,5s,Offsuit,95o,150
394,9c6c,9c,6c,Suited,96s,68
395,9c6d,9c,6d,Offsuit,96o,134
396,9c6h,9c,6h,Offsuit,96o,134
397,9c6s,9c,6s,Offsuit,96o,134
398,9c7c,9c,7c,Suited,97s,54
399,9c7d,9c,7d,Offsuit,97o,119
400,9c7h,9c,7h,Offsuit,97o,119
401,9c7s,9c,7s,Offsuit,97o,119
402,9c8c,9c,8c,Suited,98s,40
403,9c8d,9c,8d,Offsuit,98o,99
404,9c8h,9c,8h,Offsuit,98o,99
405,9c8s,9c,8s,Offsuit,98o,99
406,9d9c,9c,9d,Pair,99,17
407,9h9c,9c,9h,Pair,99,17
408,9s9c,9c,9s,Pair,99,17
409,9d2c,9d,2c,Offsuit,92o,166
410,9d2d,9d,2d,Suited,92s,111
411,9d2h,9d,2h,Offsuit,92o,166
412,9d2s,9d,2s,Offsuit,92o,166
413,9d3c,9d,3c,Offsuit,93o,165
414,9d3d,9d,3d,Suited,93s,107
415,9d3h,9d,3h,Offsuit,93o,165
416,9d3s,9d,3s,Offsuit,93o,165
417,9d4c,9d,4c,Offsuit,94o,164
418,9d4d,9d,4d,Suited,94s,106
419,9d4h,9d,4h,Offsuit,94o,164
420,9d4s,9d,4s,Offsuit,94o,164
421,9d5c,9d,5c,Offsuit,95o,150
422,9d5d,9d,5d,Suited,95s,88
423,9d5h,9d,5h,Offsuit,95o,150
424,9d5s,9d,5s,Offsuit,95o,150
425,9d6c,9d,6c,Offsuit,96o,134
426,9d6d,9d,6d,Suited,96s,68
427,9d6h,9d,6h,Offsuit,96o,134
428,9d6s,9d,6s,Offsuit,96o,134
429,9d7c,9d,7c,Offsuit,97o,119
430,9d7d,9d,7d,Suited,97s,54
431,9d7h,9d,7h,Offsuit,97o,119
432,9d7s,9d,7s,Offsuit,97o,119
433,9d8c,9d,8c,Offsuit,98o,99
434,9d8d,9d,8d,Suited,98s,40
435,9d8h,9d,8h,Offsuit,98o,99
436,9d8s,9d,8s,Offsuit,98o,99
437,9h9d,9d,9h,Pair,99,17
438,9s9d,9d,9s,Pair,99,17
439,9h2c,9h,2c,Offsuit,92o,166
440,9h2d,9h,2d,Offsuit,92o,166
441,9h2h,9h,2h,Suited,92s,111
442,9h2s,9h,2s,Offsuit,92o,166
443,9h3c,9h,3c,Offsuit,93o,165
444,9h3d,9h,3d,Offsuit,93o,165
445,9h3h,9h,3h,Suited,93s,107
446,9h3s,9h,3s,Offsuit,93o,165
447,9h4c,9h,4c,Offsuit,94o,164
448,9h4d,9h,4d,Offsuit,94o,164
449,9h4h,9h,4h,Suited,94s,106
450,9h4s,9h,4s,Offsuit,94o,164
451,9h5c,9h,5c,Offsuit,95o,150
452,9h5d,9h,5d,Offsuit,95o,150
453,9h5h,9h,5h,Suited,95s,88
454,9h5s,9h,5s,Offsuit,95o,150
455,9h6c,9h,6c,Offsuit,96o,134
456,9h6d,9h,6d,Offsuit,96o,134
457,9h6h,9h,6h,Suited,96s,68
458,9h6s,9h,6s,Offsuit,96o,134
459,9h7c,9h,7c,Offsuit,97o,119
460,9h7d,9h,7d,Offsuit,97o,119
461,9h7h,9h,7h,Suited,97s,54
462,9h7s,9h,7s,Offsuit,97o,119
463,9h8c,9h,8c,Offsuit,98o,99
464,9h8d,9h,8d,Offsuit,98o,99
465,9h8h,9h,8h,Suited,98s,40
466,9h8s,9h,8s,Offsuit,98o,99
467,9s9h,9h,9s,Pair,99,17
468,9s2c,9s,2c,Offsuit,92o,166
469,9s2d,9s,2d,Offsuit,92o,166
470,9s2h,9s,2h,Offsuit,92o,166
471,9s2s,9s,2s,Suited,92s,111
472,9s3c,9s,3c,Offsuit,93o,165
473,9s3d,9s,3d,Offsuit,93o,165
474,9s3h,9s,3h,Offsuit,93o,165
475,9s3s,9s,3s,Suited,93s,107
476,9s4c,9s,4c,Offsuit,94o,164
477,9s4d,9s,4d,Offsuit,94o,164
478,9s4h,9s,4h,Offsuit,94o,164
479,9s4s,9s,4s,Suited,94s,106
480,9s5c,9s,5c,Offsuit,95o,150
481,9s5d,9s,5d,Offsuit,95o,150
482,9s5h,9s,5h,Offsuit,95o,150
483,9s5s,9s,5s,Suited,95s,88
484,9s6c,9s,6c,Offsuit,96o,134
485,9s6d,9s,6d,Offsuit,96o,134
486,9s6h,9s,6h,Offsuit,96o,134
487,9s6s,9s,6s,Suited,96s,68
488,9s7c,9s,7c,Offsuit,97o,119
489,9s7d,9s,7d,Offsuit,97o,119
490,9s7h,9s,7h,Offsuit,97o,119
491,9s7s,9s,7s,Suited,97s,54
492,9s8c,9s,8c,Offsuit,98o,99
493,9s8d,9s,8d,Offsuit,98o,99
